Stasjon	Dato	Dyp	Temperatur	Salt	Kalibrert_temperatur	Kalibrert_salt
Ingoy	30.01.2000	1	4.88	33.741	4.96	33.65
Ingoy	09.02.2000	1	5.512	34.276	5.532	34.213
Ingoy	16.02.2000	1	4.388	33.815	4.398	33.759
Ingoy	23.02.2000	1	4.249	33.905	4.269	33.872
Ingoy	02.03.2000	1	3.655	33.931	3.665	33.885
Ingoy	12.03.2000	1	3.295	34.071	3.295	34.019
Ingoy	19.03.2000	1	4.177	34.309	4.187	34.261
Ingoy	26.03.2000	1	3.716	34.242	3.686	34.193
Ingoy	03.04.2000	1	3.633	34.207	3.633	34.177
Ingoy	13.04.2000	1	3.867	34.292	3.877	34.264
Ingoy	27.04.2000	1	4.421	34.422	4.441	34.379
Ingoy	05.05.2000	1	4.31	34.367	4.32	34.327
Ingoy	12.05.2000	1	4.649	34.482	4.689	34.472
Ingoy	20.05.2000	1	4.894	34.364	4.934	34.307
Ingoy	27.05.2000	1	5.25	34.307	5.28	34.285
Ingoy	03.06.2000	1	6.027	34.424	6.077	34.387
Ingoy	14.06.2000	1	6.084	34.181	6.084	34.14
Ingoy	23.06.2000	1	7.035	34.16	7.085	34.115
Ingoy	08.07.2000	1	8.514	34.405	8.543	34.391
Ingoy	17.07.2000	1	8.857	33.92	8.887	33.898
Ingoy	25.07.2000	1	9.379	33.626	9.369	33.6
Ingoy	10.08.2000	1	10.377	33.871	10.377	33.843
Ingoy	20.08.2000	1	9.53	33.818	9.56	33.8
Ingoy	30.08.2000	1	9.063	34.16	9.063	34.108
Ingoy	09.09.2000	1	8.804	33.899	8.854	33.862
Ingoy	21.09.2000	1	8.733	34.136	8.743	34.069
Ingoy	30.09.2000	1	8.582	34.013	8.582	33.95
Ingoy	08.10.2000	1	8.84	34.146	8.86	34.07
Ingoy	15.10.2000	1	8.453	34.033	8.493	33.975
Ingoy	22.10.2000	1	8.84	34.397	8.96	34.3
Ingoy	30.10.2000	1	7.861	34.012	7.901	33.944
Ingoy	07.11.2000	1	7.951	34.278	8.261	34.2
Ingoy	15.11.2000	1	7.844	34.201	7.874	34.083
Ingoy	22.11.2000	1	6.953	34.212	7.033	34.152
Ingoy	29.11.2000	1	7.26	33.981	7.26	33.924
Ingoy	06.12.2000	1	7.485	33.838	7.505	33.789
Ingoy	17.12.2000	1	7.362	33.961	7.362	33.904
Ingoy	26.12.2000	1	6.834	33.919	6.884	33.86
Ingoy	02.01.2001	1	6.34	34.049	6.38	33.995
Ingoy	10.01.2001	1	5.816	33.901	5.836	33.834
Ingoy	20.01.2001	1	5.841	33.99	5.841	33.99
Ingoy	27.01.2001	1	6.15	33.944	6.21	33.926
Ingoy	04.02.2001	1	5.23	33.936	5.26	33.918
Ingoy	12.02.2001	1	4.848	34.077	4.828	34.074
Ingoy	22.02.2001	1	4.415	33.944	4.455	33.925
Ingoy	02.03.2001	1	5.043	34.058	5.053	34.03
Ingoy	09.03.2001	1	4.54	34.03	4.53	34.028
Ingoy	16.03.2001	1	4.311	34.099	4.311	34.112
Ingoy	29.03.2001	1	3.945	34.035	3.965	34.053
Ingoy	10.04.2001	1	3.969	34.149	3.989	-0.731
Ingoy	18.04.2001	1	4.48	34.184	4.51	34.219
Ingoy	26.04.2001	1	4.351	34.146	4.361	34.122
Ingoy	03.05.2001	1	4.805	34.117	4.805	34.089
Ingoy	11.05.2001	1	5.105	34.332	5.135	34.316
Ingoy	27.05.2001	1	4.749	33.996	4.789	34.004
Ingoy	05.06.2001	1	5.773	33.987	5.793	33.963
Ingoy	16.06.2001	1	6.194	34.065	6.224	34.033
Ingoy	25.06.2001	1	7.744	34.073	7.774	34.031
Ingoy	04.07.2001	1	9.342	34.082	9.382	34.043
Ingoy	19.07.2001	1	8.316	33.982	8.356	33.938
Ingoy	26.07.2001	1	8.991	33.829	9.041	33.784
Ingoy	05.08.2001	1	8.746	33.868	8.746	33.803
Ingoy	17.08.2001	1	9.085	33.417	9.076	33.358
Ingoy	24.08.2001	1	9.164	34.073	9.174	34.007
Ingoy	01.09.2001	1	9.708	33.742	9.718	33.696
Ingoy	10.09.2001	1	10.162	33.584	10.182	33.545
Ingoy	17.09.2001	1	10.561	33.861	10.581	-1.289
Ingoy	26.09.2001	1	9.727	34.092	9.747	34.034
Ingoy	16.01.2002	1	5.586	34.185	5.606	34.116
Ingoy	25.01.2002	1	5.313	34.167	5.363	34.101
Ingoy	01.02.2002	1	4.806	34.271	4.796	34.217
Ingoy	09.02.2002	1	3.994	33.959	4.004	33.92
Ingoy	18.02.2002	1	4.512	34.075	4.502	34.007
Ingoy	26.02.2002	1	4.346	34.19	4.336	34.119
Ingoy	09.03.2002	1	3.883	34.114	3.843	34.054
Ingoy	16.03.2002	1	4.516	34.3	4.516	34.251
Ingoy	25.03.2002	1	4.025	34.076	4.045	34.014
Ingoy	01.04.2002	1	4.047	34.12	4.057	34.065
Ingoy	25.04.2002	1	5.103	34.167	5.103	34.118
Ingoy	01.05.2002	1	5.451	34.103	5.482	34.057
Ingoy	22.05.2002	1	5.548	34.013	5.598	33.95
Ingoy	05.06.2002	1	7.006	33.841	7.026	33.773
Ingoy	22.06.2002	1	8.669	34.323	8.669	34.258
Ingoy	22.07.2002	1	10.589	34.155	10.769	34.057
Ingoy	01.08.2002	1	9.608	34.229	9.638	34.154
Ingoy	12.08.2002	1	9.956	33.855	9.986	33.768
Ingoy	19.08.2002	1	11.32	33.966	11.32	33.878
Ingoy	27.08.2002	1	11.812	33.735	11.832	33.659
Ingoy	06.09.2002	1	11.394	33.485	11.364	33.403
Ingoy	12.09.2002	1	11.162	33.348	11.142	33.267
Ingoy	21.09.2002	1	10.401	33.354	10.431	33.273
Ingoy	02.11.2002	1	7.298	33.498	7.288	33.382
Ingoy	09.11.2002	1	6.872	33.48	6.862	33.385
Ingoy	16.11.2002	1	6.818	33.677	6.828	33.581
Ingoy	27.11.2002	1	6.601	33.584	6.641	33.486
Ingoy	05.12.2002	1	6.102	33.612	6.132	33.468
Ingoy	12.12.2002	1	5.695	33.65	5.635	33.541
Ingoy	21.12.2002	1	5.503	33.872	5.563	33.76
Ingoy	28.12.2002	1	5.253	33.926	-1.668	33.923
Ingoy	04.01.2003	1	4.934	33.991	4.934	34.063
Ingoy	12.01.2003	1	4.673	34.049	4.682	33.952
Ingoy	21.01.2003	1	3.834	34.054	3.874	33.974
Ingoy	28.01.2003	1	3.858	34.114	3.858	34.012
Ingoy	04.02.2003	1	3.439	34.04	3.489	34.013
Ingoy	13.02.2003	1	3.379	34.131	3.409	34.046
Ingoy	21.02.2003	1	4.892	34.461	4.951	34.397
Ingoy	02.03.2003	1	5.037	34.578	5.057	34.483
Ingoy	09.03.2003	1	4.137	34.196	4.127	34.092
Ingoy	16.03.2003	1	4.217	34.317	4.237	34.188
Ingoy	25.03.2003	1	4.477	34.449	-0.993	34.372
Ingoy	01.04.2003	1	4.729	34.48	4.789	34.406
Ingoy	12.04.2003	1	3.832	34.345	3.842	34.284
Ingoy	19.04.2003	1	4.581	34.46	4.611	34.385
Ingoy	27.04.2003	1	4.694	34.479	4.694	34.399
Ingoy	05.05.2003	1	4.296	34.148	4.286	34.068
Ingoy	14.05.2003	1	4.674	34.34	4.674	34.262
Ingoy	21.05.2003	1	6.341	34.391	6.352	34.304
Ingoy	29.05.2003	1	6.252	34.3	6.242	34.213
Ingoy	06.06.2003	1	6.536	34.113	6.605	34.046
Ingoy	13.06.2003	1	6.312	34.268	6.312	34.186
Ingoy	23.06.2003	1	7.335	34.409	7.335	34.328
Ingoy	01.07.2003	1	9.457	34.22	9.477	34.137
Ingoy	08.07.2003	1	8.55	34.296	8.57	34.223
Ingoy	15.07.2003	1	10.34	34.415	10.33	34.324
Ingoy	23.07.2003	1	11.31	34.009	11.32	33.931
Ingoy	03.08.2003	1	12.236	34.267	12.236	34.335
Ingoy	20.08.2003	1	10.63	34.116	10.6	34.026
Ingoy	29.08.2003	1	9.31	34.111	9.32	34.02
Ingoy	06.09.2003	1	10.13	34.336	10.14	34.25
Ingoy	13.09.2003	1	9.471	34.09	9.481	34.01
Ingoy	20.09.2003	1	8.766	34.176	8.856	34.109
Ingoy	13.10.2003	1	8.651	34.244	8.771	34.148
Ingoy	21.10.2003	1	8.17	34.142	8.11	34.05
Ingoy	29.10.2003	1	7.885	34.198	7.865	34.114
Ingoy	05.11.2003	1	7.374	34.113	7.394	34.039
Ingoy	14.11.2003	1	7.515	34.046	7.505	33.968
Ingoy	22.11.2003	1	7.193	34.036	7.093	33.906
Ingoy	11.12.2003	1	6.292	34.005	6.322	33.892
Ingoy	23.12.2003	1	5.663	34.118	6.153	34.062
Ingoy	31.12.2003	1	5.982	34.43	5.982	34.342
Ingoy	10.01.2004	1	5.319	34.193	5.389	34.123
Ingoy	19.01.2004	1	4.734	34.706	4.754	69.793
Ingoy	09.02.2004	1	4.888	34.428	5.018	34.327
Ingoy	16.02.2004	1	4.566	34.406	4.806	34.353
Ingoy	23.02.2004	1	4.163	34.332	4.293	34.231
Ingoy	06.03.2004	1	5.085	34.326	5.085	34.326
Ingoy	14.03.2004	1	4.868	34.578	5.358	34.552
Ingoy	24.03.2004	1	3.886	34.33	3.996	34.32
Ingoy	03.04.2004	1	4.063	34.354	4.243	34.322
Ingoy	10.04.2004	1	4.668	34.506	4.799	34.442
Ingoy	17.04.2004	1	4.999	34.552	5.129	34.512
Ingoy	18.05.2004	1	5.932	34.221	5.932	34.221
Ingoy	03.06.2004	1	7.121	34.328	7.121	34.328
Ingoy	10.06.2004	1	7.317	34.464	7.397	34.517
Ingoy	20.06.2004	1	7.845	34.246	8.055	34.213
Ingoy	28.06.2004	1	9.227	34.306	9.327	34.25
Ingoy	10.07.2004	1	10.024	33.944	10.074	33.997
Ingoy	18.07.2004	1	8.909	34.125	8.969	34.079
Ingoy	25.07.2004	1	11.557	33.766	11.587	33.735
Ingoy	03.08.2004	1	10.431	34.05	10.471	34.01
Ingoy	10.08.2004	1	12.37	33.964	12.41	33.924
Ingoy	27.08.2004	1	9.97	33.903	10.1	33.84
Ingoy	24.09.2004	1	8.634	34.115	8.484	33.878
Ingoy	02.10.2004	1	8.35	34.29	8.47	34.036
Ingoy	11.10.2004	1	8.164	34.293	8.354	34.041
Ingoy	31.10.2004	1	7.666	34.308	7.916	34.062
Ingoy	10.11.2004	1	7.532	34.598	7.642	34.352
Ingoy	18.11.2004	1	7.477	34.464	7.667	34.209
Ingoy	14.12.2004	1	6.482	34.062	6.572	34.118
Ingoy	21.12.2004	1	6.353	34.132	6.453	34.16
Ingoy	28.12.2004	1	6.336	34.036	6.466	34.078
Ingoy	28.01.2005	1	5.928	34.301	6.018	34.292
Ingoy	04.02.2005	1	5.274	34.152	5.324	34.181
Ingoy	13.02.2005	1	5.036	34.183	5.106	34.166
Ingoy	21.02.2005	1	5.206	34.248	5.296	34.214
Ingoy	01.03.2005	1	4.96	34.295	5.06	34.276
Ingoy	09.03.2005	1	4.432	34.197	4.542	34.186
Ingoy	20.03.2005	1	4.249	34.103	4.349	34.071
Ingoy	27.03.2005	1	3.963	34.101	4.073	34.056
Ingoy	04.04.2005	1	5.307	34.427	5.317	34.45
Ingoy	11.04.2005	1	4.345	34.005	4.365	34.073
Ingoy	18.04.2005	1	4.283	34.099	4.283	34.159
Ingoy	26.04.2005	1	5.257	34.217	5.287	34.259
Ingoy	03.05.2005	1	5.346	34.128	5.366	34.17
Ingoy	12.05.2005	1	5.371	34.105	5.371	34.16
Ingoy	26.05.2005	1	5.71	34.119	5.72	34.146
Ingoy	02.06.2005	1	6.236	34.284	6.266	34.319
Ingoy	09.06.2005	1	6.648	34.158	6.638	34.182
Ingoy	16.06.2005	1	8.175	33.737	8.165	33.79
Ingoy	24.06.2005	1	9.066	33.902	9.076	33.956
Ingoy	06.07.2005	1	8.618	33.666	3.168	33.837
Ingoy	17.07.2005	1	10.637	34.068	3.727	33.781
Ingoy	01.08.2005	1	9.306	34.288	9.346	34.319
Ingoy	17.08.2005	1	10.479	33.697	10.499	33.722
Ingoy	26.08.2005	1	10.394	33.814	10.294	33.879
Ingoy	02.09.2005	1	10.694	33.613	10.714	33.663
Ingoy	12.09.2005	1	9.547	33.86	9.537	33.906
Ingoy	20.09.2005	1	9.404	33.679	9.394	33.714
Ingoy	27.09.2005	1	9.088	33.93	9.068	33.973
Ingoy	05.10.2005	1	9.229	33.854	9.229	33.897
Ingoy	12.10.2005	1	9.154	33.779	9.104	33.809
Ingoy	20.10.2005	1	8.39	33.761	8.4	33.789
Ingoy	31.10.2005	1	8.128	34.011	8.128	34.007
Ingoy	08.11.2005	1	7.735	33.741	7.735	33.741
Ingoy	15.11.2005	1	7.99	34.028	7.99	34.034
Ingoy	24.11.2005	1	8.184	34.187	8.194	34.17
Ingoy	03.12.2005	1	7.175	34.001	7.175	34.001
Ingoy	10.12.2005	1	6.84	33.912	6.84	33.875
Ingoy	18.12.2005	1	6.451	33.906	6.451	33.926
Ingoy	29.12.2005	1	6.316	33.901	6.366	33.903
Ingoy	07.01.2006	1	6.578	33.943	6.578	33.989
Ingoy	14.01.2006	1	6.774	34.08	6.774	34.052
Ingoy	28.01.2006	1	6.241	34.02	6.281	34.031
Ingoy	04.02.2006	1	6.015	34.022	6.045	33.991
Ingoy	11.02.2006	1	5.937	34.07	6.027	34.06
Ingoy	19.02.2006	1	5.545	34.18	5.615	34.155
Ingoy	27.02.2006	1	5.53	34.28	5.66	34.072
Ingoy	06.03.2006	1	4.614	34.08	4.624	34.048
Ingoy	13.03.2006	1	4.614	34.13	4.644	34.093
Ingoy	23.03.2006	1	4.214	34.09	4.234	34.036
Ingoy	31.03.2006	1	4.607	34.21	4.807	34.184
Ingoy	29.05.2006	1	6.874	34.33	7.014	34.304
Ingoy	05.06.2006	1	6.761	34.17	6.871	34.165
Ingoy	12.06.2006	1	6.812	34.28	6.832	34.236
Ingoy	20.06.2006	1	8.059	34.36	8.149	34.323
Ingoy	28.06.2006	1	8.052	34.53	8.142	34.501
Ingoy	05.07.2006	1	8.698	34.4	8.838	34.374
Ingoy	13.07.2006	1	8.801	34.2	8.951	34.131
Ingoy	20.07.2006	1	9.395	34.55	9.495	34.518
Ingoy	28.07.2006	1	8.677	34.12	8.818	34.05
Ingoy	04.08.2006	1	9.113	33.78	9.273	33.72
Ingoy	11.08.2006	1	9.472	34.15	9.562	34.094
Ingoy	26.08.2006	1	10.202	34.31	10.332	34.277
Ingoy	02.09.2006	1	9.932	34.1	10.012	34.166
Ingoy	23.09.2006	1	9.36	34.03	9.46	34.108
Ingoy	01.10.2006	1	8.676	34.13	8.676	34.208
Ingoy	19.10.2006	1	8.036	34.19	8.136	34.295
Ingoy	27.10.2006	1	7.823	34.14	8.043	34.245
Ingoy	05.11.2006	1	7.365	34.2	7.465	34.305
Ingoy	12.11.2006	1	7.216	34.19	7.276	34.308
Ingoy	19.11.2006	1	7.37	34.37	7.47	34.326
Ingoy	30.11.2006	1	7.18	34.13	7.28	34.235
Ingoy	19.12.2006	1	6.4	34.305	6.47	34.265
Ingoy	29.12.2006	1	6.452	34.26	6.502	34.239
Ingoy	05.01.2007	1	6.679	34.24	6.739	-0.88
Ingoy	16.01.2007	1	5.865	34.225	5.944	34.214
Ingoy	29.01.2007	1	5.785	34.38	5.885	34.364
Ingoy	05.02.2007	1	4.954	34.34	5.094	34.269
Ingoy	14.02.2007	1	4.732	34.39	4.862	34.347
Ingoy	22.02.2007	1	4.92	34.42	4.91	34.515
Ingoy	28.02.2007	1	5.055	34.52	5.025	34.596
Ingoy	08.03.2007	1	4.673	34.42	4.653	34.512
Ingoy	19.03.2007	1	4.905	34.41	4.895	34.482
Ingoy	01.04.2007	1	5.026	34.4	5.016	34.483
Ingoy	12.04.2007	1	5.451	34.25	5.42	34.335
Ingoy	24.04.2007	1	5.199	34.39	5.189	34.421
Ingoy	14.05.2007	1	4.634	34.13	4.624	34.246
Ingoy	21.05.2007	1	5.409	34.26	5.389	34.352
Ingoy	30.05.2007	1	6.29	34.22	6.27	34.297
Ingoy	08.06.2007	1	7.49	34.52	7.49	34.611
Ingoy	18.06.2007	1	7.07	34.22	7.03	34.211
Ingoy	29.06.2007	1	8.332	33.84	8.402	33.818
Ingoy	09.07.2007	1	8.951	33.95	9.001	33.971
Ingoy	18.07.2007	1	10.127	33.86	10.097	33.849
Ingoy	26.07.2007	1	9.75	33.95	9.75	33.938
Ingoy	08.08.2007	1	12.336	33.9	12.286	33.953
Ingoy	17.08.2007	1	10.719	33.99	10.749	33.971
Ingoy	25.08.2007	1	10.298	34.27	10.338	34.247
Ingoy	01.09.2007	1	10.207	34.06	10.167	34.001
Ingoy	12.09.2007	1	9.628	34.265	9.628	34.22
Ingoy	22.09.2007	1	9.254	34.16	9.304	34.115
Ingoy	01.10.2007	1	9.332	34.2	9.352	34.18
Ingoy	08.10.2007	1	9.054	34.15	9.104	34.119
Ingoy	16.10.2007	1	8.433	34.131	8.403	34.101
Ingoy	27.10.2007	1	8.205	34.28	0.925	-0.875
Ingoy	03.11.2007	1	7.653	34.03	7.653	33.969
Ingoy	13.11.2007	1	7.883	34.24	7.883	34.188
Ingoy	28.11.2007	1	6.758	34.21	6.758	34.115
Ingoy	05.12.2007	1	6.589	34.14	6.619	34.055
Ingoy	23.12.2007	1	6.388	34.23	6.378	-0.94
Ingoy	05.01.2008	1	6.077	34.24	6.077	34.273
Ingoy	14.01.2008	1	5.657	34.11	5.647	34.042
Ingoy	22.01.2008	1	5.374	34.27	5.324	34.27
Ingoy	31.01.2008	1	5.854	34.44	5.844	34.365
Ingoy	09.02.2008	1	5.731	34.33	5.691	34.323
Ingoy	20.02.2008	1	5.396	34.38	5.366	34.378
Ingoy	27.02.2008	1	4.87	34.27	4.839	34.269
Ingoy	08.03.2008	1	4.146	34.21	4.116	34.175
Ingoy	25.03.2008	1	4.39	34.47	4.37	34.342
Ingoy	02.04.2008	1	4.269	34.55	4.249	34.364
Ingoy	09.04.2008	1	3.796	34.44	-1.884	34.246
Ingoy	20.04.2008	1	4.032	34.61	-1.468	34.326
Ingoy	05.05.2008	1	4.763	34.72	-0.697	34.412
Ingoy	19.05.2008	1	5.34	34.58	-0.06	34.278
Ingoy	10.06.2008	1	6.088	33.83	6.088	33.388
Ingoy	23.06.2008	1	6.38	34.16	6.44	34.082
Ingoy	15.07.2008	1	8.42	34.11	8.48	34.004
Ingoy	23.07.2008	1	9.285	34	4.155	-1.15
Ingoy	31.07.2008	1	9.902	34.11	4.542	-0.96
Ingoy	20.08.2008	1	9.007	34.01	8.977	33.595
Ingoy	28.08.2008	1	9.555	33.8	9.675	33.414
Ingoy	04.09.2008	1	8.363	34.22	8.473	33.948
Ingoy	12.09.2008	1	8.305	34.16	2.435	-1.22
Ingoy	26.09.2008	1	8.62	34.32	8.75	34.447
Ingoy	09.10.2008	1	7.429	34.14	7.569	34.288
Ingoy	16.10.2008	1	7.92	34.23	7.98	34.135
Ingoy	31.10.2008	1	7.537	33.15	7.607	33.078
Ingoy	07.11.2008	1	8.082	34.18	8.172	34.026
Ingoy	25.11.2008	1	7.365	34.24	7.475	34.068
Ingoy	05.12.2008	1	6.731	34.192	6.731	34.109
Ingoy	09.01.2009	1	5.376	34.13	5.366	34.092
Ingoy	19.01.2009	1	5.334	34.19	5.334	34.112
Ingoy	27.01.2009	1	5.425	34.36	5.435	34.193
Ingoy	08.02.2009	1	4.747	34.35	4.758	34.255
Ingoy	15.02.2009	1	4.286	34.3	4.277	34.17
Ingoy	22.02.2009	1	5.13	34.56	5.13	34.384
Ingoy	02.03.2009	1	4.02	34.31	4.03	34.199
Ingoy	09.03.2009	1	5.015	34.56	5.025	34.462
Ingoy	21.03.2009	1	4.905	34.44	4.895	34.189
Ingoy	02.04.2009	1	3.883	34.15	-1.747	33.97
Ingoy	02.05.2009	1	5.158	34.24	5.148	34.533
Ingoy	11.05.2009	1	5.28	33.98	5.29	33.983
Ingoy	18.05.2009	1	4.942	33.93	4.992	33.984
Ingoy	29.05.2009	1	5.981	34.06	5.981	33.091
Ingoy	08.06.2009	1	6.456	34	6.486	33.841
Ingoy	16.06.2009	1	7.655	33.82	7.745	33.31
Ingoy	25.06.2009	1	8.351	33.98	8.331	33.622
Ingoy	06.07.2009	1	8.069	33.96	8.069	33.728
Ingoy	20.07.2009	1	8.949	33.7	8.949	33.61
Ingoy	03.08.2009	1	10.948	33.71	10.948	32.992
Ingoy	14.08.2009	1	10.064	33.5	10.074	33.008
Ingoy	22.08.2009	1	9.507	33.91	9.507	33.373
Ingoy	11.09.2009	1	9.005	34.19	9.115	34.284
Ingoy	22.09.2009	1	9.089	34	9.169	34.08
Ingoy	29.09.2009	1	8.872	34.055	9.192	34.132
Ingoy	06.10.2009	1	8.584	33.93	8.634	34.017
Ingoy	14.10.2009	1	8.544	34.17	8.704	33.74
Ingoy	01.11.2009	1	8.296	34.06	8.346	-0.815
Ingoy	09.11.2009	1	7.815	34.01	7.885	34.15
Ingoy	16.11.2009	1	7.194	33.87	7.294	33.985
Ingoy	23.11.2009	1	7.909	34.055	7.989	34.163
Ingoy	30.11.2009	1	7.648	34	7.708	34.09
Ingoy	08.12.2009	1	7.575	33.96	7.645	34.059
Ingoy	31.12.2009	1	6.452	34.09	6.472	34.002
Ingoy	12.01.2010	1	6.236	34.32	6.256	34.503
Ingoy	21.01.2010	1	5.433	34.16	5.493	34.26
Ingoy	01.02.2010	1	5.349	34.29	5.399	-0.57
Ingoy	10.02.2010	1	4.968	34.27	5.048	-0.69
Ingoy	18.02.2010	1	4.662	34.28	4.722	34.433
Ingoy	01.03.2010	1	3.865	34.24	3.935	34.331
Ingoy	12.03.2010	1	3.746	34.39	3.806	34.468
Ingoy	20.03.2010	1	3.769	34.34	3.839	34.5
Ingoy	28.03.2010	1	3.944	34.47	3.994	34.534
Ingoy	11.04.2010	1	4.341	34.54	4.391	34.639
Ingoy	25.04.2010	1	3.922	34.39	3.992	34.534
Ingoy	05.05.2010	1	5.14	34.69	5.2	34.814
Ingoy	14.05.2010	1	5.63	34.6	5.68	34.698
Ingoy	22.05.2010	1	6.265	34.6	6.385	34.69
Ingoy	07.06.2010	1	6.691	34.73	6.811	34.826
Ingoy	18.06.2010	1	6.749	34.37	6.819	34.46
Ingoy	02.07.2010	1	7.452	34.3	7.762	34.458
Ingoy	14.07.2010	1	7.332	34.28	7.372	34.348
Ingoy	02.08.2010	1	9.175	34.11	9.245	34.163
Ingoy	09.08.2010	1	10.082	33.87	10.152	33.959
Ingoy	19.08.2010	1	8.894	34.27	8.934	34.372
Ingoy	25.08.2010	1	8.745	33.93	8.835	33.976
Ingoy	01.09.2010	1	9.393	33.78	9.603	33.836
Ingoy	10.09.2010	1	8.75	34.17	8.81	34.24
Ingoy	19.09.2010	1	8.353	33.92	8.523	34.017
Ingoy	27.09.2010	1	8.523	34.3	8.723	34.369
Ingoy	21.10.2010	1	7.569	34.17	7.729	34.252
Ingoy	29.10.2010	1	7.225	34.34	7.395	34.423
Ingoy	05.11.2010	1	7.306	34.47	7.416	34.254
Ingoy	12.11.2010	1	6.476	34.5	6.776	34.234
Ingoy	07.12.2010	1	5.949	34.07	6.029	34.266
Ingoy	18.12.2010	1	5.89	34.08	5.99	34.292
Ingoy	28.12.2010	1	5.684	34.19	5.784	34.402
Ingoy	06.01.2011	1	5.207	34.15	5.287	34.407
Ingoy	17.01.2011	1	4.529	34.11	4.599	34.348
Ingoy	29.01.2011	1	4.675	34.26	4.765	34.49
Ingoy	10.02.2011	1	4.386	34.24	4.477	34.385
Ingoy	26.02.2011	1	4.407	34.37	4.487	34.633
Ingoy	04.03.2011	1	4.607	34.41	4.697	34.266
Ingoy	15.03.2011	1	4.99	34.56	5.07	34.421
Ingoy	27.03.2011	1	3.903	34.37	3.943	34.475
Ingoy	10.04.2011	1	4.095	34.34	4.155	34.456
Ingoy	23.04.2011	1	4.186	34.35	4.256	34.472
Ingoy	07.05.2011	1	4.662	34.38	4.702	34.394
Ingoy	18.05.2011	1	4.35	34.25	4.42	34.27
Ingoy	29.05.2011	1	6.162	34.42	6.242	34.45
Ingoy	14.06.2011	1	6.482	34.1	6.552	34.141
Ingoy	23.06.2011	1	7.095	34.33	7.165	34.354
Ingoy	02.07.2011	1	8.481	34.24	8.531	34.27
Ingoy	18.08.2011	1	9.781	34.01	9.861	34.053
Ingoy	29.08.2011	1	9.922	33.7	9.991	33.712
Ingoy	17.09.2011	1	9.498	34.02	9.538	34.045
Ingoy	26.09.2011	1	8.92	33.99	9.03	33.998
Ingoy	12.10.2011	1	8.079	34	8.119	34.018
Ingoy	19.10.2011	1	8.144	34.1	8.184	34.114
Ingoy	28.10.2011	1	8.302	34.1	8.362	34.112
Ingoy	16.11.2011	1	7.505	34.05	7.505	34.05
Ingoy	24.11.2011	1	7.717	33.96	7.717	33.96
Ingoy	11.12.2011	1	7.469	33.81	7.359	33.816
Ingoy	19.12.2011	1	7.361	33.64	7.311	33.629
Ingoy	06.01.2012	1	6.287	33.8	6.327	33.778
Ingoy	19.01.2012	1	6.245	33.89	6.295	33.876
Ingoy	29.01.2012	1	5.874	33.93	5.924	33.916
Ingoy	11.05.2012	1	5.667	34.195	5.767	34.442
Ingoy	31.05.2012	1	6.245	34.38	6.335	34.621
Ingoy	13.06.2012	1	6.445	33.78	6.565	34.01
Ingoy	02.07.2012	1	8.618	33.85	8.708	34.092
Ingoy	11.07.2012	1	7.663	34.09	1.833	-3.83
Ingoy	02.08.2012	1	8.591	33.79	8.681	34.032
Ingoy	03.09.2012	1	10.026	33.83	3.886	34.053
Ingoy	12.09.2012	1	9.252	33.785	9.342	34.005
Ingoy	19.09.2012	1	8.719	33.86	8.839	34.049
Ingoy	26.09.2012	1	8.608	33.84	8.668	34.044
Ingoy	27.11.2012	1	6.841	33.93	6.931	34.108
Ingoy	12.12.2012	1	6.434	33.785	0.364	-1.175
Ingoy	03.01.2013	1	5.403	33.78	5.453	33.762
Ingoy	15.01.2013	1	5.339	33.93	5.439	34
Ingoy	26.01.2013	1	5.211	33.89	5.32	33.95
Ingoy	08.02.2013	1	4.562	34.03	4.625	34.113
Ingoy	03.03.2013	1	4.584	34.04	4.664	34.151
Ingoy	18.03.2013	1	4.188	34.1	4.226	34.139
Ingoy	07.04.2013	1	3.631	33.35	3.682	33.355
Ingoy	18.04.2013	1	4.162	34	4.292	34.138
Ingoy	27.04.2013	1	4.24	34.05	4.426	34.191
Ingoy	02.05.2013	1	4.826	34.09	4.929	34.174
Ingoy	09.05.2013	1	4.927	34.09	4.984	34.16
Ingoy	28.05.2013	1	5.984	34.02	6.066	34.081
Ingoy	05.06.2013	1	7.823	34	7.728	34.015
Ingoy	20.06.2013	1	9.2	33.46	9.302	33.594
Ingoy	01.07.2013	1	9.264	33.74	9.299	33.757
Ingoy	13.07.2013	1	8.737	33.68	8.845	33.783
Ingoy	27.08.2013	1	10.647	33.585	10.694	33.641
Ingoy	19.09.2013	1	10.577	33.72	10.625	33.754
Ingoy	25.09.2013	1	10.142	33.9	10.202	33.905
Ingoy	07.10.2013	1	9.783	33.64	10.013	33.582
Ingoy	16.10.2013	1	8.862	33.83	8.91	33.783
Ingoy	23.10.2013	1	8.36	33.79	8.539	33.804
Ingoy	30.10.2013	1	8.867	34.17	9.671	33.968
Ingoy	07.11.2013	1	7.794	33.92	8.061	33.819
Ingoy	13.11.2013	1	7.682	33.932	8.59	33.868
Ingoy	21.11.2013	1	7.869	34.454	7.912	34.445
Ingoy	04.12.2013	1	6.683	34.185	6.733	34.185
Ingoy	18.12.2013	1	6.237	34.182	6.319	34.114
Ingoy	12.01.2014	1	5.86	34.11	5.86	34.08
Ingoy	19.01.2014	1	5.753	34.148	5.753	34.148
