Stasjon            Dato       Dyp Temperatur Salt        Kalibrert_temperatur Kalibrert_salt
Ingoy              28.07.1980 250 5.21       35.004      5.21                 35.004        
Ingoy              08.08.1980 250 4.97       35          4.97                 35            
Ingoy              18.08.1980 250 5.24       34.883      5.24                 34.883        
Ingoy              27.08.1980 250 5.81       35.05       5.81                 35.05         
Ingoy              09.09.1980 250 5.85       34.934      5.85                 34.934        
Ingoy              25.09.1980 250 5.65       35.018      5.65                 35.018        
Ingoy              27.02.1981 250 4.45                   4.45                               
Ingoy              08.03.1981 250 4.11       34.772      4.11                 34.772        
Ingoy              17.03.1981 250 4.32       34.9        4.32                 34.9          
Ingoy              01.04.1981 250 3.66       34.909      3.66                 34.909        
Ingoy              18.04.1981 250 4.2        34.924      4.2                  34.924        
Ingoy              01.05.1981 250 4.2        34.731      4.2                  34.731        
Ingoy              21.05.1981 250 4.18       34.983      4.18                 34.983        
Ingoy              02.06.1981 250 4.69       34.935      4.69                 34.935        
Ingoy              26.06.1981 250 4.77       34.825      4.77                 34.825        
Ingoy              17.07.1981 250 5.81                   5.81                               
Ingoy              28.07.1981 250 4.94       34.987      4.94                 34.987        
Ingoy              08.08.1981 250 5.2        35.021      5.2                  35.021        
Ingoy              28.08.1981 250 6.01       35.016      6.01                 35.016        
Ingoy              11.09.1981 250 5.42       35.049      5.42                 35.049        
Ingoy              22.09.1981 250 5.79       35.085      5.79                 35.085        
Ingoy              20.10.1981 250 6.35                   6.35                               
Ingoy              04.11.1981 250 6.37       35.039      6.37                 35.039        
Ingoy              15.11.1981 250 5.96                   5.96                               
Ingoy              01.12.1981 250 6.3        35.08       6.3                  35.08         
Ingoy              06.01.1982 250 5.92       34.87       5.92                 34.87         
Ingoy              17.01.1982 250 5.29       34.654      5.29                 34.654        
Ingoy              27.01.1982 250 4.87       34.903      4.87                 34.903        
Ingoy              06.02.1982 250 4.49       34.973      4.49                 34.973        
Ingoy              14.02.1982 250 4.86       34.657      4.86                 34.657        
Ingoy              23.02.1982 250 4.76       34.965      4.76                 34.965        
Ingoy              04.03.1982 250 4.66       34.773      4.66                 34.773        
Ingoy              13.03.1982 250 4.8        34.848      4.8                  34.848        
Ingoy              20.04.1982 250 4.89                   4.89                               
Ingoy              20.05.1982 250 5.19                   5.19                               
Ingoy              04.06.1982 250 5.36       34.91       5.36                 34.91         
Ingoy              28.06.1982 250 5.58       34.938      5.58                 34.938        
Ingoy              10.07.1982 250 5.73       34.91       5.73                 34.91         
Ingoy              03.08.1982 250 5.74       35.087      5.74                 35.087        
Ingoy              15.08.1982 250 5.53       35.091      5.53                 35.091        
Ingoy              27.08.1982 250 6.4        34.827      6.4                  34.827        
Ingoy              24.09.1982 250 6.55       34.93       6.55                 34.93         
Ingoy              03.10.1982 250 6.35       35.117      6.35                 35.117        
Ingoy              01.11.1982 250 6.94       34.817      6.94                 34.817        
Ingoy              12.11.1982 250 6.98       34.864      6.98                 34.864        
Ingoy              24.11.1982 250 6.69       34.881      6.69                 34.881        
Ingoy              05.12.1982 250 6.42       34.982      6.42                 34.982        
Ingoy              16.12.1982 250 6.36       34.421      6.36                 34.421        
Ingoy              28.12.1982 250 6.18       35          6.18                 35            
Ingoy              01.02.1983 250 5.56       34.913      5.56                 34.913        
Ingoy              12.02.1983 250 5.39       34.778      5.39                 34.778        
Ingoy              24.02.1983 250 5.41                   5.41                               
Ingoy              05.03.1983 250 5.13       34.982      5.13                 34.982        
Ingoy              15.03.1983 250 5.28       34.858      5.28                 34.858        
Ingoy              28.03.1983 250 5.01       34.706      5.01                 34.706        
Ingoy              10.04.1983 250 5.21       34.908      5.21                 34.908        
Ingoy              18.04.1983 250 5.26       34.884      5.26                 34.884        
Ingoy              07.05.1983 250 5.22       34.598      5.22                 34.598        
Ingoy              16.05.1983 250 5.24       34.802      5.24                 34.802        
Ingoy              23.05.1983 250 5.39       34.741      5.39                 34.741        
Ingoy              31.05.1983 250 5.84       35.004      5.84                 35.004        
Ingoy              08.06.1983 250 5.72       34.867      5.72                 34.867        
Ingoy              16.06.1983 250 5.8        34.929      5.8                  34.929        
Ingoy              24.06.1983 250 5.9        34.879      5.9                  34.879        
Ingoy              01.07.1983 250 5.53       35.008      5.53                 35.008        
Ingoy              09.07.1983 250 6.05       34.882      6.05                 34.882        
Ingoy              17.07.1983 250 6.33       34.895      6.33                 34.895        
Ingoy              12.08.1983 250 6.22       35.026      6.22                 35.026        
Ingoy              22.08.1983 250 7.48       34.994      7.48                 34.994        
Ingoy              03.09.1983 250 5.74       35.081      5.74                 35.081        
Ingoy              16.09.1983 250 6.36       35.065      6.36                 35.065        
Ingoy              30.09.1983 250 6.35       35.089      6.35                 35.089        
Ingoy              19.10.1983 250 7.25       34.957      7.25                 34.957        
Ingoy              30.10.1983 250 6.57                   6.57                               
Ingoy              10.11.1983 250 6.3        34.946      6.3                  34.946        
Ingoy              21.11.1983 250 6.35       34.889      6.35                 34.889        
Ingoy              02.12.1983 250 5.92       35.019      5.92                 35.019        
Ingoy              15.12.1983 250 5.73                   5.73                               
Ingoy              28.12.1983 250 5.62                   5.62                               
Ingoy              07.01.1984 250 5.32                   5.32                               
Ingoy              16.01.1984 250 5.29       34.655      5.29                 34.655        
Ingoy              27.01.1984 250 5.48       34.895      5.48                 34.895        
Ingoy              06.02.1984 250 5.35                   5.35                               
Ingoy              15.02.1984 250 5.61       34.837      5.61                 34.837        
Ingoy              24.02.1984 250 5.63       34.924      5.63                 34.924        
Ingoy              02.03.1984 250 5.22       35.004      5.22                 35.004        
Ingoy              10.03.1984 250 4.97       34.947      4.97                 34.947        
Ingoy              17.03.1984 250 5          34.984      5                    34.984        
Ingoy              25.03.1984 250 5.05       34.979      5.05                 34.979        
Ingoy              02.04.1984 250 5.12       34.986      5.12                 34.986        
Ingoy              09.04.1984 250 4.93       34.886      4.93                 34.886        
Ingoy              17.04.1984 250 5.08       34.825      5.08                 34.825        
Ingoy              25.04.1984 250 5.11       34.815      5.11                 34.815        
Ingoy              07.05.1984 250 5.07       34.706      5.07                 34.706        
Ingoy              15.05.1984 250 5.1        34.703      5.1                  34.703        
Ingoy              24.05.1984 250 5.21       34.762      5.21                 34.762        
Ingoy              01.06.1984 250 5.48       34.932      5.48                 34.932        
Ingoy              08.06.1984 250 5.27       35.052      5.27                 35.052        
Ingoy              20.06.1984 250 5.56       34.974      5.56                 34.974        
Ingoy              02.07.1984 250 5.8        34.932      5.8                  34.932        
Ingoy              14.07.1984 250 5.95       34.843      5.95                 34.843        
Ingoy              07.08.1984 250 0          34.996      0                    34.996        
Ingoy              20.08.1984 250 8.26       35.052      8.26                 35.052        
Ingoy              01.09.1984 250 6.13       35.031      6.13                 35.031        
Ingoy              12.09.1984 250 6.36       35.087      6.36                 35.087        
Ingoy              04.10.1984 250 6.77       35.006      6.77                 35.006        
Ingoy              18.10.1984 250 6.87       34.906      6.87                 34.906        
Ingoy              29.10.1984 250 6.63       34.943      6.63                 34.943        
Ingoy              07.11.1984 250 5.96       35.18       5.96                 35.18         
Ingoy              16.11.1984 250 6.62       34.95       6.62                 34.95         
Ingoy              27.11.1984 250 6.2        34.916      6.2                  34.916        
Ingoy              08.12.1984 250 6.43       35.027      6.43                 35.027        
Ingoy              17.12.1984 250 6.44       34.882      6.44                 34.882        
Ingoy              28.12.1984 250 6.22       35.149      6.22                 35.149        
Ingoy              08.01.1985 250 5.8                    5.8                                
Ingoy              24.01.1985 250 5.83       34.967      5.83                 34.967        
Ingoy              02.02.1985 250 5.52       34.964      5.52                 34.964        
Ingoy              08.02.1985 250 4.79       34.682      4.79                 34.682        
Ingoy              17.02.1985 250 5.06       34.764      5.06                 34.764        
Ingoy              03.03.1985 250 4.88       34.741      4.88                 34.741        
Ingoy              17.03.1985 250 5.33       35.024      5.33                 35.024        
Ingoy              25.03.1985 250 4.93                   4.93                               
Ingoy              03.04.1985 250 5.01       34.952      5.01                 34.952        
Ingoy              13.04.1985 250 5.08       34.919      5.08                 34.919        
Ingoy              20.04.1985 250 4.68       34.796      4.68                 34.796        
Ingoy              29.04.1985 250 4.7        34.843      4.7                  34.843        
Ingoy              08.05.1985 250 4.64       34.835      4.64                 34.835        
Ingoy              20.05.1985 250 4.52       35.063      4.52                 35.063        
Ingoy              29.05.1985 250 4.72       34.819      4.72                 34.819        
Ingoy              09.06.1985 250 4.51       34.605      4.51                 34.605        
Ingoy              20.06.1985 250 5.03       34.75       5.03                 34.75         
Ingoy              29.06.1985 250 4.85       34.937      4.85                 34.937        
Ingoy              08.07.1985 250 4.95                   4.95                               
Ingoy              16.07.1985 250 5.18       34.896      5.18                 34.896        
Ingoy              24.07.1985 250 4.82       35.045      4.82                 35.045        
Ingoy              24.08.1985 250 5.66       35.059      5.66                 35.059        
Ingoy              06.09.1985 250 5.67       35.081      5.67                 35.081        
Ingoy              18.09.1985 250 6.59       34.847      6.59                 34.847        
Ingoy              27.09.1985 250 6.76       34.866      6.76                 34.866        
Ingoy              06.10.1985 250 6.89       34.858      6.89                 34.858        
Ingoy              18.10.1985 250 6.48       35.067      6.48                 35.067        
Ingoy              29.10.1985 250 6.65       35.08       6.65                 35.08         
Ingoy              08.11.1985 250 5.97                   5.97                               
Ingoy              17.11.1985 250 5.23       35.096      5.23                 35.096        
Ingoy              03.12.1985 250 5.87       35.004      5.87                 35.004        
Ingoy              15.12.1985 250 5.22       35.026      5.22                 35.026        
Ingoy              27.12.1985 250 5.26       34.98       5.26                 34.98         
Ingoy              06.01.1986 250 5.29       34.855      5.29                 34.855        
Ingoy              14.01.1986 250 4.93       34.99       4.93                 34.99         
Ingoy              25.01.1986 250 4.56       34.861      4.56                 34.861        
Ingoy              12.02.1986 250 4.44       34.683      4.44                 34.683        
Ingoy              07.03.1986 250 3.84       34.638      3.84                 34.638        
Ingoy              14.03.1986 250 4.08                   4.08                               
Ingoy              17.03.1986 250 4.32                   4.32                               
Ingoy              26.03.1986 250 4.34       34.899      4.34                 34.899        
Ingoy              06.04.1986 250 4.72       34.847      4.72                 34.847        
Ingoy              19.04.1986 250 4.19       34.976      4.19                 34.976        
Ingoy              28.04.1986 250 4.22       34.884      4.22                 34.884        
Ingoy              21.05.1986 250 4.51       34.933      4.51                 34.933        
Ingoy              02.06.1986 250 4.78       34.899      4.78                 34.899        
Ingoy              14.06.1986 250 5.06       34.702      5.06                 34.702        
Ingoy              09.07.1986 250 5.65       34.826      5.65                 34.826        
Ingoy              24.07.1986 250 5.72       35.004      5.72                 35.004        
Ingoy              15.08.1986 250 6.09       34.977      6.09                 34.977        
Ingoy              24.08.1986 250 5.79       35.112      5.79                 35.112        
Ingoy              02.09.1986 250 6.41       34.98       6.41                 34.98         
Ingoy              10.09.1986 250 5.46       35.111      5.46                 35.111        
Ingoy              26.09.1986 250 6.22                   6.22                               
Ingoy              08.10.1986 250 6.56       34.943      6.56                 34.943        
Ingoy              18.10.1986 250 5.49       34.999      5.49                 34.999        
Ingoy              29.10.1986 250 6.4        34.949      6.4                  34.949        
Ingoy              09.11.1986 250 6.68       34.958      6.68                 34.958        
Ingoy              20.11.1986 250 6.05       35.078      6.05                 35.078        
Ingoy              03.12.1986 250 5.76       34.908      5.76                 34.908        
Ingoy              17.12.1986 250 5.6        34.809      5.6                  34.809        
Ingoy              03.01.1987 250 5.35       34.981      5.35                 34.981        
Ingoy              15.01.1987 250 5.17       34.986      5.17                 34.986        
Ingoy              27.01.1987 250 4.33       34.578      4.33                 34.578        
Ingoy              08.02.1987 250 4.62       35.003      4.62                 35.003        
Ingoy              11.02.1987 250 3.94       34.612      3.94                 34.612        
Ingoy              21.02.1987 250 4.46       34.951      4.46                 34.951        
Ingoy              09.03.1987 250 0                      0                                  
Ingoy              18.03.1987 250 4.39       34.868      4.39                 34.868        
Ingoy              26.03.1987 250 4.26       34.749      4.26                 34.749        
Ingoy              03.04.1987 250 3.93       34.747      3.93                 34.747        
Ingoy              12.04.1987 250 4.37       34.748      4.37                 34.748        
Ingoy              23.04.1987 250 3.9                    3.9                                
Ingoy              04.05.1987 250 4.01       34.549      4.01                 34.549        
Ingoy              26.05.1987 250 4.68       34.919      4.68                 34.919        
Ingoy              16.06.1987 250 4.69       34.961      4.69                 34.961        
Ingoy              24.06.1987 250 4.42       34.961      4.42                 34.961        
Ingoy              03.07.1987 250 5.03       34.951      5.03                 34.951        
Ingoy              14.07.1987 250 4.95       34.963      4.95                 34.963        
Ingoy              25.07.1987 250 4.65       35.015      4.65                 35.015        
Ingoy              02.08.1987 250 5.44       34.942      5.44                 34.942        
Ingoy              09.08.1987 250 0          34.904      0                    34.904        
Ingoy              19.08.1987 250 5.56       34.896      5.56                 34.896        
Ingoy              29.08.1987 250 5.79       35.126      5.79                 35.126        
Ingoy              08.09.1987 250 6.18       34.92       6.18                 34.92         
Ingoy              18.09.1987 250 6.22       34.933      6.22                 34.933        
Ingoy              29.09.1987 250 5.72       35.117      5.72                 35.117        
Ingoy              09.10.1987 250 6.04       35.052      6.04                 35.052        
Ingoy              19.10.1987 250 7.23       34.829      7.23                 34.829        
Ingoy              17.11.1987 250 6.45       34.939      6.45                 34.939        
Ingoy              28.12.1987 250 5.37       34.831      5.37                 34.831        
Ingoy              09.01.1988 250 5.08                   5.08                               
Ingoy              20.01.1988 250 5                      5                                  
Ingoy              03.02.1988 250 4.37                   4.37                               
Ingoy              12.02.1988 250 4.98       34.696      4.98                 34.696        
Ingoy              24.02.1988 250 5.07       34.89       5.07                 34.89         
Ingoy              06.03.1988 250 4.85                   4.85                               
Ingoy              15.03.1988 250 5.11       34.716      5.11                 34.716        
Ingoy              23.03.1988 250 3.87                   3.87                               
Ingoy              19.04.1988 250 4.38       35.043      4.38                 35.043        
Ingoy              28.04.1988 250 4.91       34.96       4.91                 34.96         
Ingoy              06.05.1988 250 4.93       34.908      4.93                 34.908        
Ingoy              24.05.1988 250 5.02       34.98       5.02                 34.98         
Ingoy              03.06.1988 250 5.09       34.889      5.09                 34.889        
Ingoy              12.06.1988 250 5.52       34.835      5.52                 34.835        
Ingoy              22.06.1988 250 5.36       34.899      5.36                 34.899        
Ingoy              01.07.1988 250 5.16       34.95       5.16                 34.95         
Ingoy              10.07.1988 250 5.51       35.027      5.51                 35.027        
Ingoy              18.07.1988 250 5.65       34.981      5.65                 34.981        
Ingoy              27.07.1988 250 5.13       35.037      5.13                 35.037        
Ingoy              05.08.1988 250 5.64       34.965      5.64                 34.965        
Ingoy              14.08.1988 250 4.93       35.104      4.93                 35.104        
Ingoy              21.08.1988 250 5.72       35.059      5.72                 35.059        
Ingoy              30.08.1988 250 5.89       35.021      5.89                 35.021        
Ingoy              16.09.1988 250 6.02                   6.02                               
Ingoy              27.09.1988 250 6.39       34.85       6.39                 34.85         
Ingoy              30.10.1988 250 6.17       34.972      6.17                 34.972        
Ingoy              09.11.1988 250 5.78       35.049      5.78                 35.049        
Ingoy              19.11.1988 250 5.9        34.912      5.9                  34.912        
Ingoy              03.12.1988 250 5.77       34.951      5.77                 34.951        
Ingoy              28.12.1988 250 5.72       34.733      5.72                 34.733        
Ingoy              08.01.1989 250 5.58       34.725      5.58                 34.725        
Ingoy              19.01.1989 250 5.76       34.456      5.76                 34.456        
Ingoy              01.02.1989 250 5.44       34.817      5.44                 34.817        
Ingoy              15.02.1989 250 4.96       34.701      4.96                 34.701        
Ingoy              28.02.1989 250 5.47       34.938      5.47                 34.938        
Ingoy              12.03.1989 250 5.44       34.89       5.44                 34.89         
Ingoy              26.03.1989 250 5.24       34.68       5.24                 34.68         
Ingoy              05.04.1989 250 5.81       34.743      5.81                 34.743        
Ingoy              14.04.1989 250 5.86       34.691      5.86                 34.691        
Ingoy              27.04.1989 250 6          34.724      6                    34.724        
Ingoy              11.05.1989 250 5.95       34.923      5.95                 34.923        
Ingoy              29.05.1989 250 6.19       34.872      6.19                 34.872        
Ingoy              10.06.1989 250 5.75       34.923      5.75                 34.923        
Ingoy              21.06.1989 250 6.25       34.968      6.25                 34.968        
Ingoy              02.07.1989 250 6.56       34.937      6.56                 34.937        
Ingoy              13.07.1989 250 6.48       34.969      6.48                 34.969        
Ingoy              25.07.1989 250 6.28       35.021      6.28                 35.021        
Ingoy              09.08.1989 250 6.55       35.122      6.55                 35.122        
Ingoy              19.08.1989 250 6.86       34.952      6.86                 34.952        
Ingoy              13.09.1989 250 6.68       34.871      6.68                 34.871        
Ingoy              21.09.1989 250 7.62       34.792      7.62                 34.792        
Ingoy              01.10.1989 250 6.85       35.037      6.85                 35.037        
Ingoy              09.10.1989 250 7.89       34.781      7.89                 34.781        
Ingoy              17.10.1989 250 7.47       34.908      7.47                 34.908        
Ingoy              26.10.1989 250 7.6        34.772      7.6                  34.772        
Ingoy              11.11.1989 250 7.37       34.821      7.37                 34.821        
Ingoy              20.11.1989 250 6.97       35.094      6.97                 35.094        
Ingoy              30.11.1989 250 6.92       35.051      6.92                 35.051        
Ingoy              28.12.1989 250 6.06       34.919      6.06                 34.919        
Ingoy              11.01.1990 250 6.12       34.829      6.12                 34.829        
Ingoy              21.01.1990 250 5.98       34.821      5.98                 34.821        
Ingoy              01.02.1990 250 5.7        34.44       5.7                  34.44         
Ingoy              13.02.1990 250 5.78       34.633      5.78                 34.633        
Ingoy              21.02.1990 250 5.84                   5.84                               
Ingoy              01.03.1990 250 5.8        34.97       5.8                  34.97         
Ingoy              12.03.1990 250 5.89       34.605      5.89                 34.605        
Ingoy              25.03.1990 250 5.39       34.899      5.39                 34.899        
Ingoy              10.04.1990 250 5.84       34.739      5.84                 34.739        
Ingoy              21.04.1990 250 6.07       34.963      6.07                 34.963        
Ingoy              02.05.1990 250 6.01       34.854      6.01                 34.854        
Ingoy              11.05.1990 250 6.05       34.672      6.05                 34.672        
Ingoy              14.06.1990 250 5.65       35.034      5.65                 35.034        
Ingoy              22.06.1990 250 6.14       34.943      6.14                 34.943        
Ingoy              05.07.1990 250 5.88       35.012      5.88                 35.012        
Ingoy              29.07.1990 250 6.15       34.942      6.15                 34.942        
Ingoy              10.08.1990 250 5.66       34.85       5.66                 34.85         
Ingoy              27.08.1990 250 6.45       35.02       6.45                 35.02         
Ingoy              03.09.1990 250 7.12       35.019      7.12                 35.019        
Ingoy              15.09.1990 250 6.86       35.037      6.86                 35.037        
Ingoy              26.09.1990 250 7.22       34.98       7.22                 34.98         
Ingoy              07.10.1990 250 7.4        34.89       7.4                  34.89         
Ingoy              18.10.1990 250 7.16       35.135      7.16                 35.135        
Ingoy              29.10.1990 250 6.62       35.129      6.62                 35.129        
Ingoy              10.11.1990 250 6.76       34.931      6.76                 34.931        
Ingoy              22.11.1990 250 6.45       34.936      6.45                 34.936        
Ingoy              02.12.1990 250 6.39       34.976      6.39                 34.976        
Ingoy              16.12.1990 250 6.33                   6.33                               
Ingoy              22.12.1990 250 6.47       34.895      6.47                 34.895        
Ingoy              11.01.1991 250 5.95       35.059      5.95                 35.059        
Ingoy              20.01.1991 250 5.48       34.996      5.48                 34.996        
Ingoy              02.02.1991 250 5.7        34.847      5.7                  34.847        
Ingoy              11.02.1991 250 5.74       34.885      5.74                 34.885        
Ingoy              20.02.1991 250 5.58       34.921      5.58                 34.921        
Ingoy              04.03.1991 250 5.02       34.55       5.02                 34.55         
Ingoy              13.03.1991 250 5.54       34.712      5.54                 34.712        
Ingoy              21.03.1991 250 4.4        34.441      4.4                  34.441        
Ingoy              03.04.1991 250 4.75       34.536      4.75                 34.536        
Ingoy              15.04.1991 250 5.38                   5.38                               
Ingoy              23.04.1991 250 5.57                   5.57                               
Ingoy              03.05.1991 250 5.21       35.058      5.21                 35.058        
Ingoy              11.05.1991 250 5.33       34.893      5.33                 34.893        
Ingoy              19.05.1991 250 5.08       35.048      5.08                 35.048        
Ingoy              27.05.1991 250 5.51       34.898      5.51                 34.898        
Ingoy              14.06.1991 250 5.45       34.811      5.45                 34.811        
Ingoy              25.06.1991 250 5.92                   5.92                               
Ingoy              01.07.1991 250 6.36       34.718      6.36                 34.718        
Ingoy              10.07.1991 250 6.56       34.795      6.56                 34.795        
Ingoy              21.07.1991 250 6.24       34.76       6.24                 34.76         
Ingoy              30.07.1991 250 6.34       34.857      6.34                 34.857        
Ingoy              09.08.1991 250 5.95       34.928      5.95                 34.928        
Ingoy              19.08.1991 250 6.18       34.961      6.18                 34.961        
Ingoy              28.08.1991 250 5.52       35.114      5.52                 35.114        
Ingoy              05.09.1991 250 6.65       35.006      6.65                 35.006        
Ingoy              14.09.1991 250 7.01       35.174      7.01                 35.174        
Ingoy              23.09.1991 250 7.19       35.018      7.19                 35.018        
Ingoy              06.10.1991 250 6.66       35.124      6.66                 35.124        
Ingoy              15.10.1991 250 7.4        34.724      7.4                  34.724        
Ingoy              24.10.1991 250 0          34.673      0                    34.673        
Ingoy              03.11.1991 250 6.53       34.873      6.53                 34.873        
Ingoy              14.11.1991 250 6.35       34.883      6.35                 34.883        
Ingoy              23.11.1991 250 6.48       34.933      6.48                 34.933        
Ingoy              10.12.1991 250 6.28       34.854      6.28                 34.854        
Ingoy              19.12.1991 250 6.32       34.893      6.32                 34.893        
Ingoy              03.01.1992 250 5.53       34.856      5.53                 34.856        
Ingoy              14.01.1992 250 5.54       34.741      5.54                 34.741        
Ingoy              23.01.1992 250 5.42       34.685      5.42                 34.685        
Ingoy              02.02.1992 250 5.85       34.888      5.85                 34.888        
Ingoy              11.02.1992 250 5.69       34.802      5.69                 34.802        
Ingoy              22.02.1992 250 5.59       34.728      5.59                 34.728        
Ingoy              01.03.1992 250 5.64       34.95       5.64                 34.95         
Ingoy              09.03.1992 250 5.54       34.8        5.54                 34.8          
Ingoy              17.03.1992 250 5.59       35.018      5.59                 35.018        
Ingoy              26.03.1992 250 5.48       34.966      5.48                 34.966        
Ingoy              02.04.1992 250 5.39       34.698      5.39                 34.698        
Ingoy              10.04.1992 250 5.51       34.828      5.51                 34.828        
Ingoy              20.04.1992 250 5.41                   5.41                               
Ingoy              30.04.1992 250 5.58       34.9        5.58                 34.9          
Ingoy              11.05.1992 250 5.39       35.071      5.39                 35.071        
Ingoy              20.05.1992 250 5.41       35.141      5.41                 35.141        
Ingoy              29.05.1992 250 6.61       35.049      6.61                 35.049        
Ingoy              08.06.1992 250 5.96       35.01       5.96                 35.01         
Ingoy              14.06.1992 250 5.94       34.975      5.94                 34.975        
Ingoy              23.06.1992 250 6.11       34.972      6.11                 34.972        
Ingoy              02.07.1992 250 6.37       34.694      6.37                 34.694        
Ingoy              11.07.1992 250 6.27       35.051      6.27                 35.051        
Ingoy              23.07.1992 250 6.25       35.036      6.25                 35.036        
Ingoy              01.08.1992 250 6.67       34.853      6.67                 34.853        
Ingoy              09.08.1992 250 6.76       34.861      6.76                 34.861        
Ingoy              17.08.1992 250 6.52       35.059      6.52                 35.059        
Ingoy              25.08.1992 250 6.16       35.074      6.16                 35.074        
Ingoy              04.09.1992 250 6.81       35.089      6.81                 35.089        
Ingoy              12.09.1992 250 6.88       35.025      6.88                 35.025        
Ingoy              21.09.1992 250 6.78       35.058      6.78                 35.058        
Ingoy              30.09.1992 250 6.14       35.109      6.14                 35.109        
Ingoy              09.10.1992 250 6.74       35.057      6.74                 35.057        
Ingoy              16.10.1992 250 6.92       34.936      6.92                 34.936        
Ingoy              25.10.1992 250 6.29       35.062      6.29                 35.062        
Ingoy              02.11.1992 250 6.62       35.016      6.62                 35.016        
Ingoy              11.11.1992 250 7.25       34.945      7.25                 34.945        
Ingoy              20.11.1992 250 6.65       34.568      6.65                 34.568        
Ingoy              01.12.1992 250 7.18       34.837      7.18                 34.837        
Ingoy              14.12.1992 250 6.2        34.692      6.2                  34.692        
Ingoy              29.12.1992 250 6.09       34.673      6.09                 34.673        
Ingoy              11.01.1993 250 5.8        34.917      5.8                  34.917        
Ingoy              22.01.1993 250 5.59       35.04       5.59                 35.04         
Ingoy              03.02.1993 250 5.69       34.839      5.69                 34.839        
Ingoy              16.02.1993 250 5.5        34.891      5.5                  34.891        
Ingoy              28.02.1993 250 5.46       34.832      5.46                 34.832        
Ingoy              05.04.1993 250 5.08       34.751      5.08                 34.751        
Ingoy              12.04.1993 250 5.09       34.962      5.09                 34.962        
Ingoy              27.04.1993 250 5.03       34.826      5.03                 34.826        
Ingoy              05.05.1993 250 5.3        34.937      5.3                  34.937        
Ingoy              13.05.1993 250 5.29       34.935      5.29                 34.935        
Ingoy              22.05.1993 250 5.22       35.01       5.22                 35.01         
Ingoy              01.06.1993 250 5.04       35.091      5.04                 35.091        
Ingoy              17.06.1993 250 5.107      35.002      5.107                35.002        
Ingoy              05.07.1993 250 5.578      34.889      5.588                34.933        
Ingoy              14.07.1993 250 5.321      34.988      5.361                34.895        
Ingoy              21.07.1993 250 5.823      34.895      5.833                34.97         
Ingoy              27.07.1993 250 5.527      35.038      5.527                -0.022        
Ingoy              03.08.1993 250 5.984      34.957      6.014                34.95         
Ingoy              13.08.1993 250 5.861      35.047      5.881                34.796        
Ingoy              19.08.1993 250 5.953      34.888      5.963                34.844        
Ingoy              26.08.1993 250 5.523      35.062      5.503                35.023        
Ingoy              01.09.1993 250 5.68       35.091      5.65                 34.972        
Ingoy              07.09.1993 250 5.799      35.079      5.949                35.062        
Ingoy              15.09.1993 250 5.873      35.116      5.893                35.066        
Ingoy              22.09.1993 250 6.18       35.054      0.15                 -0.027        
Ingoy              30.09.1993 250 6.376      35.076      0.336                -0.044        
Ingoy              07.10.1993 250 5.183      35.131      0.423                0.011         
Ingoy              13.10.1993 250 5.726      35.126      0.726                -0.004        
Ingoy              19.10.1993 250 6.009      35.102      0.479                -0.018        
Ingoy              03.11.1993 250 6.129      35.061      -0.001               -0.019        
Ingoy              10.11.1993 250 6.245      34.936      0.305                -0.124        
Ingoy              17.11.1993 250 6.07       35.015      6.06                 34.934        
Ingoy              24.11.1993 250 6.252      34.853      6.402                34.585        
Ingoy              08.12.1993 250 5.472      35.023      5.482                34.983        
Ingoy              15.12.1993 250 6.14       35.137      6.25                 35.058        
Ingoy              23.12.1993 250 5.486      35.003      5.477                34.923        
Ingoy              31.01.1994 250 5.138      34.932      5.138                34.882        
Ingoy              10.02.1994 250 5.215      35.029      5.215                34.948        
Ingoy              17.02.1994 250 5.193      34.936      5.183                34.849        
Ingoy              23.02.1994 250 4.954      35.079      4.944                35.035        
Ingoy              18.03.1994 250 4.471      34.88       4.461                34.782        
Ingoy              25.03.1994 250 5.161      35.007      5.211                34.916        
Ingoy              06.04.1994 250 3.778      34.653      3.768                34.571        
Ingoy              13.04.1994 250 3.47       34.558      3.44                 34.551        
Ingoy              19.04.1994 250 5.04       34.881      5.03                 34.844        
Ingoy              27.04.1994 250 3.57       34.552      3.56                 34.551        
Ingoy              09.05.1994 250 4.373      34.629      4.363                34.366        
Ingoy              07.07.1994 250 5.727      34.927      5.857                34.772        
Ingoy              14.07.1994 250 5.646      34.865      0.036                -0.105        
Ingoy              24.07.1994 250 5.812      34.727      0.732                -0.203        
Ingoy              31.07.1994 250 5.676      35.175      0.366                -0.095        
Ingoy              27.09.1994 250 6.329      35.084      6.449                34.793        
Ingoy              04.10.1994 250 6.051      35.328      6.191                35.038        
Ingoy              18.10.1994 250 6.413      35.236      6.603                34.928        
Ingoy              27.10.1994 250 5.875      35.541      6.095                35.06         
Ingoy              08.11.1994 250 6.12       35.37       6.35                 34.948        
Ingoy              16.11.1994 250 6.158      35.338      6.558                34.849        
Ingoy              23.11.1994 250 5.912      35.365      6.012                34.685        
Ingoy              30.11.1994 250 6.586      35.218      6.946                34.808        
Ingoy              07.12.1994 250 5.877      35.383      6.037                34.957        
Ingoy              13.12.1994 250 6.191      34.782      6.221                34.587        
Ingoy              20.12.1994 250 6.333      34.987      6.363                34.548        
Ingoy              27.12.1994 250 5.764      35.744      5.804                34.951        
