Stasjon            Dato       Dyp Temperatur Salt        Kalibrert_temperatur Kalibrert_salt
Ingoy              08.12.1993 125 5.413      34.903      5.423                34.863        
Ingoy              15.12.1993 125 5.304      34.772      5.414                34.693        
Ingoy              23.12.1993 125 5.423      34.96       5.413                34.88         
Ingoy              31.01.1994 125 4.748      34.794      4.748                34.744        
Ingoy              10.02.1994 125 5.248      34.987      5.248                34.906        
Ingoy              17.02.1994 125 4.68       34.801      4.67                 34.714        
Ingoy              23.02.1994 125 5.322      35.028      5.312                34.984        
Ingoy              18.03.1994 125 4.009      34.668      3.999                34.57         
Ingoy              25.03.1994 125 3.981      34.715      4.031                34.624        
Ingoy              06.04.1994 125 4.286      34.686      4.276                34.605        
Ingoy              13.04.1994 125 4.041      34.635      4.011                34.628        
Ingoy              19.04.1994 125 4.381      34.685      4.371                34.648        
Ingoy              27.04.1994 125 3.73       34.558      3.72                 34.557        
Ingoy              09.05.1994 125 4.338      34.581      4.327                34.318        
Ingoy              07.07.1994 125 5.991      34.504      6.122                34.349        
Ingoy              14.07.1994 125 5.649      34.338      0.039                -0.632        
Ingoy              24.07.1994 125 6.068      34.486      0.988                -0.444        
Ingoy              31.07.1994 125 6.273      34.458      0.963                -0.812        
Ingoy              27.09.1994 125 7.712      34.451      7.832                34.16         
Ingoy              04.10.1994 125 6.947      34.791      7.087                34.501        
Ingoy              18.10.1994 125 7.124      34.701      7.314                34.393        
Ingoy              27.10.1994 125 6.519      35.006      6.739                34.525        
Ingoy              08.11.1994 125 6.551      34.709      6.781                34.287        
Ingoy              16.11.1994 125 6.221      34.539      6.621                34.05         
Ingoy              23.11.1994 125 6.595      34.696      6.695                34.016        
Ingoy              30.11.1994 125 6.145      34.662      6.505                34.252        
Ingoy              07.12.1994 125 5.725      34.5        5.885                34.074        
Ingoy              13.12.1994 125 6.197      34.127      6.227                33.932        
Ingoy              20.12.1994 125 6.371      34.568      6.401                34.129        
Ingoy              27.12.1994 125 6.264      34.751      6.304                33.958        
Ingoy              05.01.1995 125 6.021      34.234      6.021                34.442        
Ingoy              10.01.1995 125 6.085      34.374      6.215                34.55         
Ingoy              18.01.1995 125 5.898      34.315      5.918                34.484        
Ingoy              27.01.1995 125 4.892      33.875      4.982                34.053        
Ingoy              31.01.1995 125 5.889      34.485      5.949                34.707        
Ingoy              16.02.1995 125 5.303      34.703      5.333                34.94         
Ingoy              24.02.1995 125 4.517      34.122      4.497                34.369        
Ingoy              01.03.1995 125 4.055      33.988      4.225                34.182        
Ingoy              08.03.1995 125 4.803      34.19       4.853                34.353        
Ingoy              02.05.1995 125 5.221      35.543      5.291                34.985        
Ingoy              11.05.1995 125 5.449      35.689      5.589                35.065        
Ingoy              18.05.1995 125 4.673      35.271      4.762                34.658        
Ingoy              23.05.1995 125 5.28       34.945      5.39                 34.346        
Ingoy              01.06.1995 125 5.231      35.202      5.321                34.519        
Ingoy              14.06.1995 125 5.582      35.139      5.672                34.576        
Ingoy              22.06.1995 125 5.559      34.884      5.629                34.293        
Ingoy              28.06.1995 125 5.538      35.081      5.598                34.354        
Ingoy              06.07.1995 125 6.017      35.107      6.167                34.414        
Ingoy              13.07.1995 125 6.601      35.082      6.671                34.28         
Ingoy              03.08.1995 125 6.188      35.378      6.288                34.646        
Ingoy              08.08.1995 125 6.643      35.284      7.003                34.523        
Ingoy              16.08.1995 125 6.446      34.862      6.506                34.447        
Ingoy              25.08.1995 125 8.139      34.808      8.179                33.868        
Ingoy              31.08.1995 125 7.054      35.374      7.314                34.525        
Ingoy              05.09.1995 125 7.277      35.43       7.507                34.518        
Ingoy              14.09.1995 125 7.271      35.401      7.32                 34.509        
Ingoy              21.09.1995 125 6.938      35.227      13.378               34.387        
Ingoy              27.09.1995 125 7.954      35.093      8.114                34.301        
Ingoy              05.10.1995 125 7.376      34.855      7.446                34.218        
Ingoy              11.10.1995 125 7.637      34.965      0.207                34.382        
Ingoy              19.10.1995 125 7.656      34.318      7.636                34.586        
Ingoy              23.11.1995 125 6.064      33.903      6.294                34.066        
Ingoy              29.11.1995 125 6.073      34.19       6.053                34.371        
Ingoy              09.12.1995 125 6.082      33.913      6.072                34.451        
Ingoy              01.05.1996 125 4.5        33.818      4.53                 34.363        
Ingoy              16.05.1996 125 4.93       34.72       4.96                 34.763        
Ingoy              24.05.1996 125 4.271      34.377      4.291                34.317        
Ingoy              02.06.1996 125 4.871      34.366      9.701                69.2          
Ingoy              25.06.1996 125 5.213      34.711      1.223                34.483        
Ingoy              03.07.1996 125 5.746      35.01       5.796                34.829        
Ingoy              12.07.1996 125 5.919      34.971      5.989                34.829        
Ingoy              22.07.1996 125 5.857      34.903      5.937                34.79         
Ingoy              31.07.1996 125 5.74       34.851      5.77                 34.708        
Ingoy              19.08.1996 125 6.142      34.677      6.202                34.584        
Ingoy              28.08.1996 125 6.99       34.647      6.73                 34.715        
Ingoy              21.10.1996 125 7.583      34.712      7.713                34.791        
Ingoy              29.10.1996 125 7.731      34.785      7.721                34.82         
Ingoy              09.11.1996 125 7.939      34.68       7.939                34.691        
Ingoy              11.12.1996 125 6.647      34.883      6.707                -0.287        
Ingoy              22.12.1996 125 5.886      34.51       5.986                34.409        
Ingoy              04.01.1997 125 5.72       34.939      5.78                 34.846        
Ingoy              12.01.1997 125 5.302      34.88       5.362                34.777        
Ingoy              23.01.1997 125 4.088      34.523      4.078                34.46         
Ingoy              29.01.1997 125 5.1        34.947      5.08                 34.889        
Ingoy              07.02.1997 125 4.729      34.947      4.699                34.859        
Ingoy              19.02.1997 125 3.637      34.587      3.627                34.475        
Ingoy              28.02.1997 125 4.647      34.937      4.637                34.813        
Ingoy              07.03.1997 125 4.527      34.859      4.517                34.738        
Ingoy              14.03.1997 125 5.175      34.956      5.145                34.849        
Ingoy              22.03.1997 125 4.388      34.787      4.598                34.69         
Ingoy              30.03.1997 125 4.696      34.93       4.676                34.759        
Ingoy              07.04.1997 125 5.011      34.989      5.001                34.845        
Ingoy              15.04.1997 125 4.658      34.885      4.278                34.753        
Ingoy              23.04.1997 125 4.731      35.058      4.711                34.929        
Ingoy              01.05.1997 125 4.405      34.771      4.435                34.647        
Ingoy              08.05.1997 125 4.906      34.994      4.886                34.866        
Ingoy              17.05.1997 125 4.7        34.86       4.59                 34.727        
Ingoy              24.05.1997 125 4.819      34.805      4.819                34.659        
Ingoy              31.05.1997 125 4.995      34.815      4.965                34.69         
Ingoy              16.06.1997 125 4.93       34.714      0.85                 -0.456        
Ingoy              02.07.1997 125 5.06       34.813      1.02                 34.703        
Ingoy              22.07.1997 125 5.686      34.623      1.026                34.606        
Ingoy              31.07.1997 125 6.181      34.579      1.541                34.563        
Ingoy              07.08.1997 125 5.721      34.636      1.261                34.604        
Ingoy              15.08.1997 125 6.036      34.624      0.616                34.615        
Ingoy              02.09.1997 125 7.068      34.449      2.448                34.43         
Ingoy              12.09.1997 125 6.571      34.551      1.671                34.531        
Ingoy              20.09.1997 125 6.786      34.766      1.686                34.752        
Ingoy              28.09.1997 125 7.841      34.61       2.291                34.523        
Ingoy              05.10.1997 125 7.759      34.67       1.959                34.648        
Ingoy              13.10.1997 125 7.765      34.736      2.545                34.721        
Ingoy              23.11.1997 125 7.128      34.593      7.128                34.579        
Ingoy              30.11.1997 125 6.428      34.213      6.438                34.173        
Ingoy              13.12.1997 125 6.356      34.406      5.446                34.365        
Ingoy              30.12.1997 125 6.308      34.336      6.319                34.314        
Ingoy              11.01.1998 125 6.076      34.924      6.067                34.887        
Ingoy              19.01.1998 125 6.418      34.667      6.387                34.611        
Ingoy              27.01.1998 125 5.761      34.421      5.741                34.346        
Ingoy              07.02.1998 125 4.214      34.315      4.234                34.244        
Ingoy              16.02.1998 125 4.842      34.772      4.852                34.67         
Ingoy              08.04.1998 125 4.864      34.488      4.854                34.639        
Ingoy              18.04.1998 125 4.324      34.333      8.744                34.498        
Ingoy              25.04.1998 125 5.045      34.619      5.025                34.758        
Ingoy              02.05.1998 125 5.276      34.715      5.256                34.877        
Ingoy              11.05.1998 125 5.318      34.608      5.288                34.766        
Ingoy              18.05.1998 125 4.745      34.377      4.695                34.537        
Ingoy              26.05.1998 125 5.047      34.519      5.047                34.634        
Ingoy              26.08.1998 125 7.115      34.974      7.145                34.717        
Ingoy              02.09.1998 125 7.057      34.552      7.117                34.53         
Ingoy              09.09.1998 125 7.094      34.75       7.144                34.773        
Ingoy              17.09.1998 125 7.195      34.9        7.235                34.927        
Ingoy              24.09.1998 125 7.453      34.859      7.483                34.862        
Ingoy              02.10.1998 125 7.53       34.737      7.58                 34.75         
Ingoy              09.10.1998 125 7.355      34.734      7.395                34.733        
Ingoy              20.10.1998 125 7.871      34.797      7.901                34.798        
Ingoy              27.10.1998 125 7.463      34.53       7.483                34.533        
Ingoy              03.11.1998 125 7.278      34.897      7.318                34.911        
Ingoy              12.11.1998 125 6.932      34.505      6.962                34.45         
Ingoy              19.11.1998 125 6.629      34.502      6.659                34.505        
Ingoy              27.11.1998 125 6.73       34.436      6.74                 34.419        
Ingoy              08.12.1998 125 6.821      34.724      6.821                34.706        
Ingoy              17.12.1998 125 6.009      34.207      6.019                34.204        
Ingoy              07.01.1999 125 5.971      34.341      5.981                34.334        
Ingoy              14.01.1999 125 6.479      34.773      6.489                34.761        
Ingoy              27.01.1999 125 6.248      34.509      6.268                34.488        
Ingoy              04.02.1999 125 4.859      34.264      4.869                34.257        
Ingoy              19.02.1999 125 5.56       34.463      5.59                 34.45         
Ingoy              27.02.1999 125 5.26       34.446      5.38                 34.35         
Ingoy              06.03.1999 125 5.836      34.66       5.856                34.638        
Ingoy              13.03.1999 125 3.971      34.262      4.001                34.229        
Ingoy              22.03.1999 125 4.401      34.428      4.421                34.396        
Ingoy              31.03.1999 125 4.893      34.405      4.913                34.383        
Ingoy              13.04.1999 125 5.368      34.676      5.378                34.656        
Ingoy              24.04.1999 125 5.111      34.516      5.141                34.491        
Ingoy              01.05.1999 125 5.486      34.697      5.516                34.672        
Ingoy              08.05.1999 125 6.007      34.859      6.017                34.838        
Ingoy              16.05.1999 125 4.949      34.394      4.949                34.385        
Ingoy              25.05.1999 125 5.036      34.355      5.036                34.346        
Ingoy              02.06.1999 125 5.562      34.443      5.582                34.455        
Ingoy              09.06.1999 125 4.958      34.354      4.978                34.341        
Ingoy              21.06.1999 125 5.653      34.565      5.663                34.549        
Ingoy              28.06.1999 125 5.725      34.446      5.755                34.404        
Ingoy              05.07.1999 125 5.707      34.554      5.727                34.46         
Ingoy              13.07.1999 125 5.998      34.696      5.988                34.321        
Ingoy              20.07.1999 125 6.201      34.829      6.251                34.446        
Ingoy              09.08.1999 125 7.078      34.758      7.088                34.348        
Ingoy              17.08.1999 125 6.949      35.174      6.969                34.779        
Ingoy              24.08.1999 125 6.98       35.09       7.14                 34.688        
Ingoy              31.08.1999 125 7.292      34.469      7.432                34.518        
Ingoy              04.10.1999 125 7.883      34.575      7.923                34.563        
Ingoy              11.10.1999 125 7.835      34.608      7.855                34.57         
Ingoy              18.10.1999 125 7.878      34.451      7.938                34.418        
Ingoy              26.10.1999 125 8.337      34.522      8.337                34.492        
Ingoy              06.11.1999 125 8.126      34.61       8.176                34.581        
Ingoy              14.11.1999 125 7.993      34.265      7.993                34.241        
Ingoy              22.11.1999 125 8.427      34.569      8.427                34.546        
Ingoy              01.12.1999 125 7.811      33.959      7.841                33.935        
Ingoy              09.12.1999 125 7.455      34.469      7.475                34.445        
Ingoy              16.12.1999 125 7.18       34.392      7.2                  34.368        
Ingoy              23.12.1999 125 7.017      34.433      7.057                34.399        
Ingoy              30.12.1999 125 6.589      34.008      6.609                33.973        
Ingoy              07.01.2000 125 6.57       34.158      6.58                 34.128        
Ingoy              14.01.2000 125 7.042      34.429      7.052                34.385        
Ingoy              23.01.2000 125 6.466      34.564      6.486                34.497        
Ingoy              30.01.2000 125 6.313      34.315      6.393                34.224        
Ingoy              09.02.2000 125 6.205      34.818      6.225                34.755        
Ingoy              16.02.2000 125 6.283      34.63       6.293                34.574        
Ingoy              23.02.2000 125 6.146      34.648      6.166                34.615        
Ingoy              02.03.2000 125 5.543      34.63       5.553                34.583        
Ingoy              12.03.2000 125 5.331      34.661      5.331                34.609        
Ingoy              19.03.2000 125 4.534      34.398      4.544                34.35         
Ingoy              26.03.2000 125 4.794      34.569      4.764                34.52         
Ingoy              03.04.2000 125 4.577      34.52       4.577                34.49         
Ingoy              13.04.2000 125 5.131      34.777      5.142                34.749        
Ingoy              27.04.2000 125 5.006      34.697      5.026                34.654        
Ingoy              05.05.2000 125 5.087      34.798      5.096                34.758        
Ingoy              12.05.2000 125 5.209      34.815      5.249                34.805        
Ingoy              20.05.2000 125 5.281      34.85       5.321                34.793        
Ingoy              27.05.2000 125 5.349      34.958      5.379                34.936        
Ingoy              03.06.2000 125 5.356      34.804      5.406                34.767        
Ingoy              14.06.2000 125 5.724      34.81       5.724                34.769        
Ingoy              23.06.2000 125 5.949      34.762      5.999                34.717        
Ingoy              08.07.2000 125 6.049      34.865      6.079                34.851        
Ingoy              17.07.2000 125 6.244      34.869      6.274                34.847        
Ingoy              25.07.2000 125 6.513      34.789      6.503                34.763        
Ingoy              10.08.2000 125 6.507      34.807      6.507                34.779        
Ingoy              20.08.2000 125 6.619      34.906      6.649                34.888        
Ingoy              30.08.2000 125 6.625      34.787      6.625                34.735        
Ingoy              09.09.2000 125 7.03       34.684      7.08                 34.647        
Ingoy              21.09.2000 125 7.319      34.7        7.329                34.633        
Ingoy              30.09.2000 125 7.455      34.731      7.455                34.668        
Ingoy              08.10.2000 125 7.284      34.652      7.304                34.576        
Ingoy              15.10.2000 125 8.056      34.688      8.096                34.63         
Ingoy              22.10.2000 125 8.5        34.493      8.62                 34.396        
Ingoy              30.10.2000 125 8.071      34.837      8.111                34.769        
Ingoy              07.11.2000 125 7.874      34.513      8.184                34.435        
Ingoy              15.11.2000 125 7.84       34.459      7.87                 34.341        
Ingoy              22.11.2000 125 7.348      34.392      7.428                34.332        
Ingoy              29.11.2000 125 7.69       34.344      7.69                 34.287        
Ingoy              06.12.2000 125 8.021      34.526      8.041                34.477        
Ingoy              17.12.2000 125 7.312      34.686      7.312                34.629        
Ingoy              26.12.2000 125 7.21       34.405      7.26                 34.346        
Ingoy              02.01.2001 125 7.163      34.767      7.203                34.713        
Ingoy              10.01.2001 125 6.65       34.63       6.67                 34.563        
Ingoy              20.01.2001 125 6.534      34.748      6.534                34.748        
Ingoy              27.01.2001 125 6.54       34.557      6.6                  34.539        
Ingoy              04.02.2001 125 5.37       34.028      5.4                  34.01         
Ingoy              12.02.2001 125 6.165      34.644      6.145                34.641        
Ingoy              22.02.2001 125 4.545      33.967      4.585                33.948        
Ingoy              02.03.2001 125 5.925      34.691      5.935                34.663        
Ingoy              09.03.2001 125 5.767      34.568      5.757                34.566        
Ingoy              16.03.2001 125 5.26       34.472      5.26                 34.485        
Ingoy              29.03.2001 125 5.692      34.697      5.712                34.715        
Ingoy              10.04.2001 125 4.585      34.274      4.605                -0.606        
Ingoy              18.04.2001 125 5.304      34.625      5.334                34.66         
Ingoy              26.04.2001 125 3.979      34.167      3.989                34.143        
Ingoy              03.05.2001 125 5.073      34.437      5.073                34.409        
Ingoy              11.05.2001 125 5.532      34.609      5.562                34.593        
Ingoy              27.05.2001 125 5.308      34.325      5.348                34.333        
Ingoy              05.06.2001 125 6.072      34.656      6.092                34.632        
Ingoy              16.06.2001 125 5.967      34.74       5.997                34.708        
Ingoy              25.06.2001 125 6.299      34.883      6.329                34.841        
Ingoy              04.07.2001 125 6.344      34.702      6.384                34.663        
Ingoy              19.07.2001 125 6.67       34.652      6.71                 34.608        
Ingoy              26.07.2001 125 6.146      34.858      6.196                34.813        
Ingoy              05.08.2001 125 6.893      34.856      6.893                34.791        
Ingoy              17.08.2001 125 7.111      34.672      7.101                34.613        
Ingoy              24.08.2001 125 7.523      34.577      7.533                34.511        
Ingoy              01.09.2001 125 7.166      34.804      7.176                34.758        
Ingoy              10.09.2001 125 7.417      34.724      7.437                34.685        
Ingoy              17.09.2001 125 7.285      34.82       7.305                -0.33         
Ingoy              26.09.2001 125 7.345      34.655      7.365                34.597        
Ingoy              16.01.2002 125 6.22       34.649      6.24                 34.58         
Ingoy              25.01.2002 125 5.616      34.377      5.666                34.311        
Ingoy              01.02.2002 125 5.367      34.648      5.357                34.594        
Ingoy              09.02.2002 125 4.412      34.194      4.422                34.155        
Ingoy              18.02.2002 125 4.773      34.229      4.763                34.161        
Ingoy              26.02.2002 125 5.569      34.469      5.559                34.398        
Ingoy              09.03.2002 125 4.204      34.226      4.164                34.166        
Ingoy              16.03.2002 125 5.309      34.797      5.309                34.748        
Ingoy              25.03.2002 125 4.843      34.542      4.863                34.48         
Ingoy              01.04.2002 125 4.237      34.299      4.247                34.244        
Ingoy              25.04.2002 125 5.571      34.724      5.571                34.675        
Ingoy              01.05.2002 125 5.586      34.569      5.616                34.522        
Ingoy              22.05.2002 125 5.824      34.423      5.874                34.36         
Ingoy              05.06.2002 125 5.715      34.518      5.735                34.45         
Ingoy              22.06.2002 125 6.484      34.803      6.484                34.738        
Ingoy              22.07.2002 125 7.034      34.672      7.214                34.574        
Ingoy              01.08.2002 125 7.299      34.602      7.329                34.527        
Ingoy              12.08.2002 125 6.911      34.713      6.941                34.626        
Ingoy              19.08.2002 125 7.172      34.642      7.172                34.554        
Ingoy              27.08.2002 125 7.38       34.659      7.4                  34.583        
Ingoy              06.09.2002 125 8.115      34.346      8.085                34.264        
Ingoy              12.09.2002 125 7.714      34.56       7.694                34.479        
Ingoy              21.09.2002 125 7.619      34.775      7.649                34.694        
Ingoy              02.11.2002 125 8.05       34.141      8.04                 34.025        
Ingoy              09.11.2002 125 7.434      34.613      7.424                34.519        
Ingoy              16.11.2002 125 7.42       34.761      7.43                 34.665        
Ingoy              27.11.2002 125 7.472      34.715      7.512                34.617        
Ingoy              05.12.2002 125 6.536      33.806      6.566                33.662        
Ingoy              12.12.2002 125 7.165      34.368      7.105                34.259        
Ingoy              21.12.2002 125 6.685      34.601      6.745                34.489        
Ingoy              28.12.2002 125 6.468      34.589      -0.452               34.586        
Ingoy              04.01.2003 125 6.508      35.024      6.508                35.096        
Ingoy              12.01.2003 125 5.91       34.843      5.919                34.746        
Ingoy              21.01.2003 125 4.844      34.279      4.884                34.2          
Ingoy              28.01.2003 125 5.274      34.541      5.274                34.438        
Ingoy              04.02.2003 125 4.118      34.321      4.168                34.294        
Ingoy              13.02.2003 125 5.277      34.758      5.307                34.673        
Ingoy              21.02.2003 125 5.587      34.903      5.647                34.839        
Ingoy              02.03.2003 125 5.289      34.724      5.309                34.629        
Ingoy              09.03.2003 125 5.454      34.911      5.444                34.807        
Ingoy              16.03.2003 125 5.251      34.817      5.271                34.687        
Ingoy              25.03.2003 125 4.953      34.627      -0.517               34.55         
Ingoy              01.04.2003 125 5.36       34.9        5.42                 34.826        
Ingoy              12.04.2003 125 5.371      35.035      5.381                34.974        
Ingoy              19.04.2003 125 5.569      35.056      5.6                  34.981        
Ingoy              27.04.2003 125 5.47       34.909      5.47                 34.829        
Ingoy              05.05.2003 125 5.673      35.107      5.663                35.027        
Ingoy              14.05.2003 125 5.542      34.95       5.542                34.872        
Ingoy              21.05.2003 125 5.773      34.83       5.783                34.743        
Ingoy              29.05.2003 125 5.984      34.941      5.974                34.854        
Ingoy              06.06.2003 125 5.833      34.986      5.903                34.919        
Ingoy              13.06.2003 125 5.645      34.738      5.645                34.656        
Ingoy              23.06.2003 125 6.191      34.9        6.191                34.819        
Ingoy              01.07.2003 125 6.165      34.756      6.185                34.673        
Ingoy              08.07.2003 125 6.653      34.898      6.673                34.825        
Ingoy              15.07.2003 125 6.233      34.887      6.223                34.796        
Ingoy              23.07.2003 125 7.091      34.785      7.101                34.707        
Ingoy              03.08.2003 125 6.828      34.692      6.828                34.76         
Ingoy              20.08.2003 125 6.899      34.662      6.869                34.572        
Ingoy              29.08.2003 125 6.876      34.998      6.886                34.907        
Ingoy              06.09.2003 125 7.52       34.716      7.53                 34.63         
Ingoy              13.09.2003 125 7.258      34.906      7.268                34.826        
Ingoy              20.09.2003 125 7.699      34.656      7.789                34.589        
Ingoy              13.10.2003 125 8.244      34.699      8.364                34.603        
Ingoy              21.10.2003 125 8.204      34.685      8.144                34.592        
Ingoy              29.10.2003 125 7.671      34.832      7.651                34.748        
Ingoy              05.11.2003 125 7.306      34.205      7.326                34.131        
Ingoy              14.11.2003 125 7.293      34.886      7.283                34.808        
Ingoy              22.11.2003 125 7.909      34.589      7.809                34.459        
Ingoy              11.12.2003 125 7.154      34.325      7.184                34.212        
Ingoy              23.12.2003 125 7.026      34.878      7.516                34.821        
Ingoy              31.12.2003 125 6.82       34.945      6.82                 34.856        
Ingoy              10.01.2004 125 5.559      34.36       5.629                34.29         
Ingoy              19.01.2004 125 5.35       34.891      5.37                 69.978        
Ingoy              09.02.2004 125 5.743      34.755      5.873                34.654        
Ingoy              16.02.2004 125 5.475      34.702      5.715                34.649        
Ingoy              23.02.2004 125 4.538      34.393      4.668                34.292        
Ingoy              06.03.2004 125 5.352      34.977      5.352                34.977        
Ingoy              14.03.2004 125 5.429      34.841      5.919                34.815        
Ingoy              24.03.2004 125 4.93       34.611      5.04                 34.601        
Ingoy              03.04.2004 125 4.767      34.6        4.947                34.568        
Ingoy              10.04.2004 125 4.825      34.617      4.955                34.553        
Ingoy              17.04.2004 125 5.556      34.963      5.686                34.923        
Ingoy              18.05.2004 125 6.071      34.736      6.071                34.736        
Ingoy              03.06.2004 125 6.134      34.551      6.134                34.551        
Ingoy              10.06.2004 125 6.244      34.745      6.324                34.798        
Ingoy              20.06.2004 125 6.319      34.724      6.529                34.691        
Ingoy              28.06.2004 125 6.851      34.701      6.951                34.645        
Ingoy              10.07.2004 125 6.819      34.746      6.869                34.799        
Ingoy              18.07.2004 125 6.677      34.935      6.737                34.889        
Ingoy              25.07.2004 125 6.725      34.796      6.755                34.765        
Ingoy              03.08.2004 125 6.993      34.818      7.033                34.778        
Ingoy              10.08.2004 125 6.912      34.682      6.952                34.642        
Ingoy              27.08.2004 125 7.502      34.843      7.632                34.78         
Ingoy              24.09.2004 125 7.487      34.954      7.337                34.717        
Ingoy              02.10.2004 125 7.907      35.012      8.028                34.758        
Ingoy              11.10.2004 125 8.357      34.877      8.547                34.625        
Ingoy              31.10.2004 125 7.935      35.109      8.185                34.863        
Ingoy              10.11.2004 125 7.468      34.916      7.578                34.67         
Ingoy              18.11.2004 125 7.49       34.994      7.68                 34.739        
Ingoy              14.12.2004 125 7.16       34.48       7.25                 34.536        
Ingoy              21.12.2004 125 7.038      34.527      7.138                34.555        
Ingoy              28.12.2004 125 6.543      34.37       6.673                34.412        
Ingoy              28.01.2005 125 6.581      34.632      6.671                34.623        
Ingoy              04.02.2005 125 5.246      34.24       5.296                34.269        
Ingoy              13.02.2005 125 6.197      34.716      6.267                34.699        
Ingoy              21.02.2005 125 6.048      34.718      6.138                34.684        
Ingoy              01.03.2005 125 5.843      34.903      5.943                34.883        
Ingoy              09.03.2005 125 5.259      34.398      5.369                34.387        
Ingoy              20.03.2005 125 4.716      34.41       4.816                34.378        
Ingoy              27.03.2005 125 4.752      34.453      4.862                34.408        
Ingoy              04.04.2005 125 5.575      34.67       5.585                34.693        
Ingoy              11.04.2005 125 5.266      34.387      5.286                34.455        
Ingoy              18.04.2005 125 5.695      34.509      5.695                34.569        
Ingoy              26.04.2005 125 6.003      34.86       6.032                34.902        
Ingoy              03.05.2005 125 5.829      34.568      5.849                34.61         
Ingoy              12.05.2005 125 5.096      34.31       5.096                34.365        
Ingoy              26.05.2005 125 5.782      34.49       5.792                34.517        
Ingoy              02.06.2005 125 6.314      34.539      6.344                34.574        
Ingoy              09.06.2005 125 5.753      34.343      5.743                34.367        
Ingoy              16.06.2005 125 6.295      34.44       6.285                34.493        
Ingoy              24.06.2005 125 6.759      34.7        6.769                34.754        
Ingoy              06.07.2005 125 6.771      34.556      1.321                34.727        
Ingoy              17.07.2005 125 7.123      34.475      0.214                34.188        
Ingoy              01.08.2005 125 6.673      34.503      6.713                34.534        
Ingoy              17.08.2005 125 7.171      34.741      7.191                34.766        
Ingoy              26.08.2005 125 7.748      34.613      7.648                34.678        
Ingoy              02.09.2005 125 7.912      34.54       7.932                34.59         
Ingoy              12.09.2005 125 8.846      34.325      8.836                34.371        
Ingoy              20.09.2005 125 7.781      34.75       7.771                34.785        
Ingoy              27.09.2005 125 9.016      34.165      8.996                34.208        
Ingoy              05.10.2005 125 8.637      34.401      8.637                34.444        
Ingoy              12.10.2005 125 8.542      34.293      8.492                34.323        
Ingoy              20.10.2005 125 8.251      34.502      8.261                34.53         
Ingoy              31.10.2005 125 8.234      34.414      8.234                34.41         
Ingoy              08.11.2005 125 8.273      34.526      8.273                34.526        
Ingoy              15.11.2005 125 8.321      34.5        8.321                34.506        
Ingoy              24.11.2005 125 8.035      34.653      8.045                34.636        
Ingoy              03.12.2005 125 7.782      34.73       7.782                34.73         
Ingoy              10.12.2005 125 7.454      34.249      7.454                34.212        
Ingoy              18.12.2005 125 7.717      34.468      7.717                34.488        
Ingoy              29.12.2005 125 7.119      34.505      7.169                34.507        
Ingoy              07.01.2006 125 7.31       34.607      7.31                 34.653        
Ingoy              14.01.2006 125 6.608      34.155      6.608                34.127        
Ingoy              28.01.2006 125 6.384      34.16       6.424                34.171        
Ingoy              04.02.2006 125 6.833      34.51       6.864                34.478        
Ingoy              11.02.2006 125 6.606      34.66       6.696                34.65         
Ingoy              19.02.2006 125 6.263      34.452      6.333                34.428        
Ingoy              27.02.2006 125 6.171      34.575      6.301                34.367        
Ingoy              06.03.2006 125 5.54       34.4        5.55                 34.368        
Ingoy              13.03.2006 125 4.622      34.228      4.652                34.191        
Ingoy              23.03.2006 125 5.434      34.5        5.454                34.446        
Ingoy              31.03.2006 125 5.869      34.827      6.069                34.801        
Ingoy              29.05.2006 125 6.009      34.813      6.149                34.787        
Ingoy              05.06.2006 125 6.13       34.715      6.24                 34.71         
Ingoy              12.06.2006 125 6.374      34.72       6.394                34.676        
Ingoy              20.06.2006 125 6.111      34.693      6.201                34.656        
Ingoy              28.06.2006 125 7.06       34.907      7.15                 34.878        
Ingoy              05.07.2006 125 6.807      34.63       6.947                34.604        
Ingoy              13.07.2006 125 7.296      34.733      7.446                34.664        
Ingoy              20.07.2006 125 7.61       34.882      7.71                 34.85         
Ingoy              28.07.2006 125 7.419      34.89       7.559                34.82         
Ingoy              04.08.2006 125 8.058      34.74       8.218                34.68         
Ingoy              11.08.2006 125 7.713      34.99       7.803                34.934        
Ingoy              26.08.2006 125 7.664      34.97       7.794                34.937        
Ingoy              02.09.2006 125 8.021      34.85       8.101                34.916        
Ingoy              23.09.2006 125 8.255      34.755      8.355                34.833        
Ingoy              01.10.2006 125 8.59       34.93       8.59                 35.008        
Ingoy              19.10.2006 125 7.978      34.69       8.078                34.795        
Ingoy              27.10.2006 125 8.27       34.52       8.49                 34.625        
Ingoy              05.11.2006 125 7.973      34.734      8.073                34.839        
Ingoy              12.11.2006 125 8.032      34.66       8.092                34.778        
Ingoy              19.11.2006 125 7.524      34.44       7.624                34.396        
Ingoy              30.11.2006 125 7.403      34.85       7.503                34.955        
Ingoy              19.12.2006 125 7.02       34.7        7.09                 34.66         
Ingoy              29.12.2006 125 6.911      34.96       6.961                34.939        
Ingoy              05.01.2007 125 6.326      34.32       6.386                -0.8          
Ingoy              16.01.2007 125 6.74       35.04       6.82                 35.029        
Ingoy              29.01.2007 125 6.383      34.65       6.483                34.634        
Ingoy              05.02.2007 125 6.073      34.65       6.213                34.579        
Ingoy              14.02.2007 125 5.496      34.63       5.626                34.587        
Ingoy              22.02.2007 125 5.961      34.912      5.951                35.007        
